,AutoCorrelation,CfsSubsetEval_DecisionStumpAUC,CfsSubsetEval_DecisionStumpErrRate,CfsSubsetEval_DecisionStumpKappa,CfsSubsetEval_NaiveBayesAUC,CfsSubsetEval_NaiveBayesErrRate,CfsSubsetEval_NaiveBayesKappa,CfsSubsetEval_kNN1NAUC,CfsSubsetEval_kNN1NErrRate,CfsSubsetEval_kNN1NKappa,ClassEntropy,DecisionStumpAUC,DecisionStumpErrRate,DecisionStumpKappa,Dimensionality,EquivalentNumberOfAtts,J48.00001.AUC,J48.00001.ErrRate,J48.00001.Kappa,J48.0001.AUC,J48.0001.ErrRate,J48.0001.Kappa,J48.001.AUC,J48.001.ErrRate,J48.001.Kappa,MajorityClassPercentage,MajorityClassSize,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,MinorityClassPercentage,MinorityClassSize,NaiveBayesAUC,NaiveBayesErrRate,NaiveBayesKappa,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,REPTreeDepth1AUC,REPTreeDepth1ErrRate,REPTreeDepth1Kappa,REPTreeDepth2AUC,REPTreeDepth2ErrRate,REPTreeDepth2Kappa,REPTreeDepth3AUC,REPTreeDepth3ErrRate,REPTreeDepth3Kappa,RandomTreeDepth1AUC,RandomTreeDepth1ErrRate,RandomTreeDepth1Kappa,RandomTreeDepth2AUC,RandomTreeDepth2ErrRate,RandomTreeDepth2Kappa,RandomTreeDepth3AUC,RandomTreeDepth3ErrRate,RandomTreeDepth3Kappa,StdvNominalAttDistinctValues,kNN1NAUC,kNN1NErrRate,kNN1NKappa,CardinalityAtFour,CardinalityAtThree,CardinalityAtTwo,DefaultAccuracy,MaxCardinalityOfNominalAttributes,MaxCardinalityOfNumericAttributes,MeanCardinalityOfNominalAttributes,MeanCardinalityOfNumericAttributes,MinCardinalityOfNominalAttributes,MinCardinalityOfNumericAttributes,StdevCardinalityOfNominalAttributes,StdevCardinalityOfNumericAttributes
0,0.6064659977703456,0.822828217876869,0.22828507795100222,0.4503332218612649,0.9583579439745514,0.12026726057906459,0.7470145399339522,0.9685017943278751,0.028953229398663696,0.9270404639811507,1.189833856204398,0.822828217876869,0.22828507795100222,0.4503332218612649,0.043429844097995544,14.537928005523481,0.7880182273644211,0.12249443207126949,0.6371863763080279,0.9270456597451915,0.0779510022271715,0.7894969492796818,0.9270456597451915,0.0779510022271715,0.7894969492796818,0.7616926503340757,684.0,2.050811764524081,13.215477213878724,1263.0946547884187,0.43517783626289,8.0,3.7616019689156888,1871.3991072665933,0.4636028654818717,4.6480244352098286,348.50426818856715,0.0818434274645147,4.664509415650738,2.515151515151515,2.0269825910719437,405.17326983791025,-0.0,-0.9723842038435437,1.1985489977728285,0.0,1.0,0.07299048442083138,0.871208280971892,0.008908685968819599,8.0,0.9594224101963532,0.13808463251670378,0.7185564873649677,19.0,5.0,39.0,898.0,0.0,0.0,6.0,33.0,0.48717948717948717,0.0,0.0,0.15384615384615385,0.8461538461538461,0.015105987505249021,-0.40305022089010156,3.025695155902005,0.0013179007766375,0.967384603629726,10.505435772171138,0.26289142258915243,1.6372437439142264,21.222160356347437,0.031121075850239998,1.6547313364025702,69.85338529046133,0.6402750551127534,12.741748058445403,901.2636692650334,0.1321921559662525,3.7546438249219056,771.8590427889504,0.7597968469351692,0.23273942093541203,0.2894251628951225,0.9666861764236521,0.06792873051224944,0.832482668142716,0.9924792906738309,0.025612472160356347,0.9353873971951361,0.813070621364688,0.23051224944320714,0.3328380386329866,0.8907193338317052,0.1514476614699332,0.5867156673637761,0.9701947883881082,0.07015590200445435,0.8174649523287142,1.502523130462808,0.948265037861926,0.030066815144766147,0.9226291906795075,,,,,,,,,,,,
1,0.6064659977703456,0.9067742570970945,0.13251670378619154,0.6191022730108037,0.9067742570970945,0.13251670378619154,0.6191022730108037,0.9067742570970945,0.13251670378619154,0.6191022730108037,1.189833856204398,0.8652735384332186,0.22828507795100222,0.4503332218612649,0.043429844097995544,26.839183802676523,0.9391585368767195,0.10356347438752785,0.7043302166347443,0.9391585368767195,0.10356347438752785,0.7043302166347443,0.9391585368767195,0.10356347438752785,0.7043302166347443,0.7616926503340757,684.0,1.8215224482924186,13.215477213878724,1263.0946547884187,0.40908953764451,7.0,3.7616019689156888,1871.3991072665933,0.2515351603742048,4.6480244352098286,348.50426818856715,0.044331968697414056,4.673900071775454,1.6363636363636362,2.0269825910719437,405.17326983791025,-0.0,-0.9723842038435437,1.1985489977728285,0.0,0.0,0.07299048442083138,0.871208280971892,0.008908685968819599,8.0,0.9315907109421729,0.24610244988864144,0.5569590016631507,4.0,5.0,39.0,898.0,898.0,22175.0,6.0,33.0,0.10256410256410256,1.0,0.6331734338415853,0.15384615384615385,0.8461538461538461,0.0,-0.40305022089010156,3.025695155902005,0.0,0.967384603629726,10.505435772171138,0.0,1.6372437439142264,21.222160356347437,0.0,1.6547313364025702,69.85338529046133,0.2385631077559124,12.741748058445403,901.2636692650334,0.0206465881071925,3.7546438249219056,771.8590427889504,0.962680369298288,0.08463251670378619,0.768583383630482,0.962680369298288,0.08463251670378619,0.768583383630482,0.962680369298288,0.08463251670378619,0.768583383630482,0.9296999989655875,0.0801781737193764,0.7953250436852635,0.9296999989655875,0.0801781737193764,0.7953250436852635,0.9296999989655875,0.0801781737193764,0.7953250436852635,1.5576059718800395,0.8721948540771287,0.06347438752783964,0.8261102938928316,,,,,,,,,,,,
2,0.04090204510225511,0.9425298055650914,0.15215,0.841756863867533,0.9425298055650914,0.15215,0.841756863867533,0.9425298055650914,0.15215,0.841756863867533,4.69981072657316,0.6574545268026781,0.9293,0.03276976655404448,8.5E-4,NaN,0.9379676053125593,0.15865,0.8349979241615618,0.9379676053125593,0.15865,0.8349979241615618,0.9379676053125593,0.15865,0.8349979241615618,0.04065,813.0,NaN,2.075245046157538,8.338849999999995,NaN,26.0,1.1599750154235924,3.304555303560269,-1.0,0.6977379005298701,5.925465624999998,NaN,NaN,26.0,0.29029703410184804,2.273771145446362,NaN,-0.4211788221168451,3.046099999999995,NaN,26.0,-0.31007906987268463,1.5467224363199539,0.0367,734.0,0.9559207236903551,0.36025,0.6253250509940796,0.0,26.0,17.0,20000.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.9411764705882353,0.058823529411764705,NaN,0.3091324958538607,4.174812499999999,NaN,-0.13733042812365298,2.017438812826727,NaN,0.8853044390128566,5.913225000000001,NaN,0.2543345879398813,2.2933721022270195,NaN,1.1728389823381402,7.7260124999999995,NaN,0.653378002627639,2.5474231354919117,0.9544303249787935,0.20315,0.7887152321892192,0.9544303249787935,0.20315,0.7887152321892192,0.9544303249787935,0.20315,0.7887152321892192,0.9080139521161272,0.1769,0.816017080292,0.9080139521161272,0.1769,0.816017080292,0.9080139521161272,0.1769,0.816017080292,0.0,0.9731018928391187,0.05785,0.939833878217649,,,,,,,,,,,,
3,0.5034013605442177,0.7924545850419331,0.23648648648648649,0.5474401537655076,0.7924545850419331,0.23648648648648649,0.5474401537655076,0.7924545850419331,0.23648648648648649,0.5474401537655076,1.2276775019465804,0.7715656536027917,0.24324324324324326,0.5316455696202532,0.12837837837837837,9.37680223405617,0.8035040133716935,0.24324324324324326,0.55,0.8035040133716935,0.24324324324324326,0.55,0.8035040133716935,0.24324324324324326,0.55,0.5472972972972973,81.0,2.527125737973009,29.749465128075876,2.6013513513513518,0.40188387586188,8.0,5.442361694493849,1.9050233089611373,1.1174061851513224,9.883463404163178,2.045045045045045,0.13092709767170999,7.534567748176438,3.0,2.326489482053779,1.0184023049334343,0.2748031957462935,-0.5040960482425287,1.060810810810811,0.02911996300275,2.0,0.33379516180165014,0.3135565426849874,0.013513513513513514,2.0,0.9083282647773021,0.1554054054054054,0.7014820661229503,9.0,4.0,19.0,148.0,0.0,0.0,3.0,16.0,0.47368421052631576,0.0,0.0,0.15789473684210525,0.8421052631578947,0.7404482452691425,-0.5040960482425287,1.060810810810811,0.0637948721468,0.33379516180165014,0.3135565426849874,0.9915528503834039,0.40502113265619144,2.472972972972973,0.135651202733,1.2033115898658382,0.8366270631541782,1.6082585569929884,29.749465128075876,2.6013513513513518,0.17368798992783,5.442361694493849,1.9050233089611373,0.7466579226863443,0.2905405405405405,0.430361618331543,0.7466579226863443,0.2905405405405405,0.430361618331543,0.7466579226863443,0.2905405405405405,0.430361618331543,0.7576210719961072,0.24324324324324326,0.5295364238410597,0.7576210719961072,0.24324324324324326,0.5295364238410597,0.7576210719961072,0.24324324324324326,0.5295364238410597,1.591644851508443,0.8277376333822596,0.19594594594594594,0.6237068209714186,,,,,,,,,,,,
4,0.6971153846153846,0.8406824596109461,0.1984,0.6373963655418936,0.8406824596109461,0.1984,0.6373963655418936,0.8406824596109461,0.1984,0.6373963655418936,1.318116246441582,0.6469194362017804,0.376,0.3026706231454006,0.008,NaN,0.8406824596109461,0.1984,0.6373963655418936,0.8406824596109461,0.1984,0.6373963655418936,0.8406824596109461,0.1984,0.6373963655418936,0.4608,288.0,NaN,-1.300798439249971,3.0,NaN,3.0,0.0,1.4153462926807447,-1.0,-1.3007984392499752,3.0,NaN,NaN,3.0,0.0,1.4153462926807447,NaN,-1.3007984392499798,3.0,NaN,3.0,0.0,1.4153462926807447,0.0784,49.0,0.9630951121002308,0.104,0.8071216617210683,0.0,3.0,5.0,625.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.8,0.2,NaN,-1.3007984392499787,3.0,NaN,0.0,1.4153462926807447,NaN,-1.300798439249975,3.0,NaN,0.0,1.4153462926807447,NaN,-1.3007984392499718,3.0,NaN,0.0,1.4153462926807447,0.8525668273986152,0.2144,0.602373887240356,0.8525668273986152,0.2144,0.602373887240356,0.8525668273986152,0.2144,0.602373887240356,0.834430637982196,0.2144,0.6257317781650802,0.834430637982196,0.2144,0.6257317781650802,0.834430637982196,0.2144,0.6257317781650802,0.0,0.9232008696010551,0.1648,0.7027931671283473,,,,,,,,,,,,
5,0.9954977488744372,0.9360315277777779,0.1335,0.8516666666666667,0.9360315277777779,0.1335,0.8516666666666667,0.9360315277777779,0.1335,0.8516666666666667,3.321928094887362,0.7207469444444443,0.8065,0.10388888888888889,0.1085,NaN,0.9277102777777778,0.1375,0.8472222222222223,0.9277102777777778,0.1375,0.8472222222222223,0.9277102777777778,0.1375,0.8472222222222223,10.0,200.0,NaN,446.00663716814086,13207.129353233831,NaN,-1.0,21.166219538630987,7947.066341939275,-1.0,15.861198805616464,147.65365502602322,NaN,NaN,-1.0,1.0250577224723934,39.537896506809425,NaN,-1.8165229642152725,-23.49911504424778,NaN,-1.0,-21.166219538631086,0.0,0.1,200.0,0.9919074999999999,0.0765,0.915,0.0,10.0,217.0,2000.0,0.0,0.0,216.0,1.0,0.0,0.0,0.0,99.53917050691244,0.4608294930875576,NaN,-0.05423844492807328,9.054,NaN,-0.19674495823430635,4.448095974964398,NaN,2.125605524969977,30.405797101449274,NaN,0.4542724483345337,10.650001043286531,NaN,10.269611596859992,69.8695652173913,NaN,2.27977927294065,26.656454521502432,0.9486284722222221,0.1575,0.8250000000000001,0.9486284722222221,0.1575,0.8250000000000001,0.9486284722222221,0.1575,0.8250000000000001,0.8927777777777776,0.193,0.7855555555555556,0.8927777777777776,0.193,0.7855555555555556,0.8927777777777776,0.193,0.7855555555555556,-1.0,0.9753261111111112,0.044,0.951111111111111,1.0491734E11,1.91455E8,348100.0,0.1,10.0,590.0,10.0,214.72222222222223,10.0,15.0,0.0,191.56318203970793
6,0.9954977488744372,0.8794304166666665,0.254,0.7177777777777777,0.8794304166666665,0.254,0.7177777777777777,0.8794304166666665,0.254,0.7177777777777777,3.321928094887362,0.72435,0.8045,0.10611111111111111,0.0385,NaN,0.8594219444444444,0.282,0.6866666666666666,0.8594219444444444,0.282,0.6866666666666666,0.8594219444444444,0.282,0.6866666666666666,0.1,200.0,NaN,1.994922620258805,0.37731057175,NaN,10.0,1.029985534649324,0.17623067063193093,-1.0,0.11900628082326806,0.13203208401769737,NaN,NaN,10.0,0.5447006835842777,0.0671079516668835,NaN,-1.1252793103314485,0.07169202572,NaN,10.0,-0.12062462029872044,0.037555498917336186,0.1,200.0,0.9626375,0.2465,0.726111111111111,0.0,10.0,77.0,2000.0,0.0,0.0,76.0,1.0,0.0,0.0,0.0,0.987012987012987,0.012987012987012988,NaN,-0.17890148800194938,0.0863261346625,NaN,0.4089907636277701,0.04270430540290948,NaN,0.06302301358113738,0.1064998764125,NaN,0.5542281675523084,0.052759297535721755,NaN,0.4381040236923678,0.15576810663375001,NaN,0.7107847694791952,0.08633520114293441,0.9261233333333333,0.2845,0.6838888888888889,0.9261233333333333,0.2845,0.6838888888888889,0.9261233333333333,0.2845,0.6838888888888889,0.8016666666666664,0.357,0.6033333333333334,0.8016666666666664,0.357,0.6033333333333334,0.8016666666666664,0.357,0.6033333333333334,0.0,0.8825091666666666,0.2115,0.765,,,,,,,,,,,,
7,0.9954977488744372,0.8933529166666667,0.2105,0.7661111111111111,0.8933529166666667,0.2105,0.7661111111111111,0.8933529166666667,0.2105,0.7661111111111111,3.321928094887362,0.6936666666666667,0.8045,0.10611111111111111,0.0325,NaN,0.8896487500000001,0.21,0.7666666666666667,0.8896487500000001,0.21,0.7666666666666667,0.8896487500000001,0.21,0.7666666666666667,10.0,200.0,NaN,446.00663716814086,13207.129353233831,NaN,-1.0,21.166219538630987,7947.066341939275,-1.0,13.222761328183434,122.92534263832314,NaN,NaN,-1.0,0.9142553921250606,33.09249534775489,NaN,-1.8165229642152725,-23.49911504424778,NaN,-1.0,-21.166219538631086,0.0,0.1,200.0,0.9956313888888889,0.068,0.9244444444444445,0.0,10.0,65.0,2000.0,0.0,0.0,64.0,1.0,0.0,0.0,0.0,98.46153846153847,1.5384615384615385,NaN,-0.11129205053630997,0.541537610619469,NaN,-0.11190706291394144,2.1498964255065296,NaN,0.7089649273092662,22.4741592920354,NaN,0.4165116378208174,8.969189393861358,NaN,7.973428849700271,69.8695652173913,NaN,2.2470963817990213,19.51230890627917,0.9227765277777779,0.2055,0.7716666666666666,0.9227765277777779,0.2055,0.7716666666666666,0.9227765277777779,0.2055,0.7716666666666666,0.83,0.306,0.6599999999999999,0.83,0.306,0.6599999999999999,0.83,0.306,0.6599999999999999,-1.0,0.972274861111111,0.05,0.9444444444444444,1.5808862273296E13,7.928215784E9,3976036.0,0.1,10.0,1994.0,10.0,1993.953125,10.0,1993.0,0.0,0.21304202581158665
8,0.9954977488744372,0.9113406944444443,0.2955,0.6716666666666667,0.9113406944444443,0.2955,0.6716666666666667,0.9113406944444443,0.2955,0.6716666666666667,3.321928094887362,0.7612499999999999,0.8015,0.10944444444444444,0.0035,NaN,0.9113406944444443,0.2955,0.6716666666666667,0.9113406944444443,0.2955,0.6716666666666667,0.9113406944444443,0.2955,0.6716666666666667,0.1,200.0,NaN,0.0794938700561878,6155.200435156556,NaN,10.0,1.0084830014756712,3757.634467006599,-1.0,-0.536236922624337,1052.6997316402776,NaN,NaN,10.0,0.5315671843447396,630.90708251402,NaN,-1.0383559313284294,0.49249999999999505,NaN,10.0,-0.06283666261436584,0.2913157171953473,0.1,200.0,0.9512127777777779,0.2995,0.6672222222222223,0.0,10.0,7.0,2000.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285,NaN,-0.8692491113871175,0.6582499999999927,NaN,0.21477131477248879,0.571544999056086,NaN,-0.6352635311790746,1.686534392555002,NaN,0.6245331546193721,0.9208719889146832,NaN,-0.11149071301766611,1656.114273214139,NaN,0.7676581134191288,958.1661269687643,0.9442476388888889,0.2935,0.6738888888888889,0.9442476388888889,0.2935,0.6738888888888889,0.9442476388888889,0.2935,0.6738888888888889,0.8167275,0.3345,0.6283333333333333,0.8167275,0.3345,0.6283333333333333,0.8167275,0.3345,0.6283333333333333,0.0,0.8227808333333333,0.3295,0.6338888888888888,,,,,,,,,,,,
9,0.9954977488744372,0.8614040277777776,0.314,0.6511111111111112,0.8614040277777776,0.314,0.6511111111111112,0.8614040277777776,0.314,0.6511111111111112,3.321928094887362,0.6806197222222223,0.806,0.10444444444444444,0.024,NaN,0.8609231944444445,0.3195,0.645,0.8609231944444445,0.3195,0.645,0.8609231944444445,0.3195,0.645,10.0,200.0,NaN,446.00663716814086,13207.129353233831,NaN,-1.0,21.166219538630987,7947.066341939275,-1.0,12.474998306132298,130.41858903666272,NaN,NaN,-1.0,0.9057309308662985,37.96977734526576,NaN,-1.8165229642152725,-23.49911504424778,NaN,-1.0,-21.166219538631086,0.0,0.1,200.0,0.9590269444444445,0.2705,0.6994444444444445,0.0,10.0,48.0,2000.0,0.0,0.0,47.0,1.0,0.0,0.0,0.0,97.91666666666666,2.083333333333333,NaN,-0.1343189710058228,0.772382740359834,NaN,-0.08714011643006454,2.1498964255065296,NaN,0.7089649273092662,23.603853982300883,NaN,0.44875601363846773,9.99826178416334,NaN,7.973428849700271,69.8695652173913,NaN,1.792520841093615,20.033800114887864,0.8958765277777778,0.3295,0.6338888888888888,0.8958765277777778,0.3295,0.6338888888888888,0.8958765277777778,0.3295,0.6338888888888888,0.7797222222222222,0.3965,0.5594444444444445,0.7797222222222222,0.3965,0.5594444444444445,0.7797222222222222,0.3965,0.5594444444444445,-1.0,0.8854525,0.2065,0.7705555555555555,1.5808862273296E13,7.928215784E9,3976036.0,0.1,10.0,1994.0,10.0,1993.659574468085,10.0,1987.0,0.0,1.147333311653419
